"Assessment Year From","Assessment Year To","County","Land Assessed Value","Improvements Assessed Value","Personal Property Assessed Value","Exemptions","Net Total","Year To Year Change (%)"
"2002","2003","Calaveras","1275439000","2588780000","85370000","27655000","3921933000","8.8"
"2002","2003","Colusa","750695000","931477000","174681000","18062000","1838791000","1.3"
"2002","2003","Contra Costa","36650619000","62819380000","3570777000","2166066000","100874710000","7.9"
"2002","2003","Del Norte","426120000","727034000","57445000","54356000","1156242000","4.7"
"2002","2003","El Dorado","4979119000","10371517000","519374000","265737000","15604273000","10.4"
"2002","2003","Fresno","10771384000","25539757000","2837905000","988315000","38160731000","5.1"
"2002","2003","Glenn","646590000","838077000","199811000","24878000","1659599000","1.1"
"2002","2003","Humboldt","2423915000","4331502000","492150000","250041000","6997526000","-0.3"
"2002","2003","Imperial","2314769000","3788734000","691034000","98264000","6696272000","1"
"2002","2003","Inyo","1679937000","977865000","84836000","28611000","2714027000","5.9"
"2002","2003","Kern","18143328000","25702939000","2157073000","1000922000","45002417000","-2.6"
"2002","2003","Kings","1362040000","3315631000","364609000","117551000","4924729000","4.1"
"2002","2003","Lake","1512230000","2420264000","152531000","76825000","4008200000","5"
"2002","2003","Lassen","528532000","961096000","97805000","20193000","1567240000","1.5"
"2002","2003","Los Angeles","302483454000","345090238000","41354871000","20721806000","668206758000","6"
"2002","2003","Madera","2060413000","4516014000","443214000","312140000","6707502000","0.4"
"2002","2003","Marin","15872287000","20945888000","972875000","880202000","36910848000","7.2"
"2002","2003","Mariposa","496179000","781184000","52822000","13829000","1316356000","5.1"
"2002","2003","Mendocino","2649563000","3686516000","331843000","143567000","6524354000","6.2"
"2002","2003","Merced","3209853000","7280880000","692885000","117084000","11066533000","8.4"
"2002","2003","Modoc","362660000","351120000","77117000","10207000","780691000","3.9"
"2002","2003","Mono","954660000","1728227000","74991000","8429000","2749448000","9.6"
"2002","2003","Monterey","14589307000","19103521000","1299150000","989319000","34002658000","9.6"
"2002","2003","Napa","6304206000","9313015000","713922000","513546000","15817597000","10.2"
"2002","2003","Nevada","3090209000","6477081000","278295000","161138000","9684447000","6.3"
"2002","2003","Orange","127453317000","131081481000","15932579000","4347239000","270120138000","8.3"
"2002","2003","Placer","10335330000","20566674000","1611608000","723475000","31790138000","12.9"
"2002","2003","Plumas","856256000","1599421000","62882000","22707000","2495852000","7.3"
"2002","2003","Riverside","35177410000","72815944000","4159710000","2129358000","110023705000","11.1"
"2002","2003","Sacramento","21591609000","53851200000","4412054000","2386596000","77468267000","9.9"
"2002","2003","San Benito","1819346000","2676357000","233505000","54437000","4674770000","8.5"
"2002","2003","San Bernardino","26052824000","66644763000","5129615000","2282845000","95544356000","7.8"
"2002","2003","San Diego","93104455000","133631711000","12922060000","5548540000","234109686000","8.7"
"2002","2003","San Francisco","37851208000","55002726000","4681815000","3134578000","94401170000","7.4"
"2002","2003","San Joaquin","10860345000","23774991000","2498430000","1108576000","36025189000","10.8"
"2002","2003","San Luis Obispo","10293388000","14418740000","1196798000","296396000","25612531000","8.9"
"2002","2003","San Mateo","37539371000","53205981000","8015469000","2121627000","96639194000","5.7"
"2002","2003","Santa Barbara","16699575000","21069280000","2252426000","1209539000","38811742000","7.8"
"2002","2003","Santa Clara","82818115000","114409398000","24425848000","7260885000","214392476000","5.5"
"2002","2003","Santa Cruz","11106374000","11361117000","991550000","544734000","22914308000","6.1"
"2002","2003","Shasta","3006491000","6900265000","778453000","394146000","10291062000","7.2"
"2002","2003","Sierra","178198000","232759000","15403000","4431000","421929000","1.1"
"2002","2003","Siskiyou","965080000","1820427000","220708000","90212000","2916002000","5.5"
"2002","2003","Solano","7541291000","19150817000","1703499000","791346000","27604261000","9"
"2002","2003","Sonoma","16577400000","26632515000","2309495000","899883000","44619527000","8.6"
"2002","2003","Stanislaus","7138168000","16899958000","1301621000","670015000","24669731000","9.4"
"2002","2003","Sutter","1676786000","3317038000","450992000","126750000","5318066000","6.7"
"2002","2003","Tehama","923255000","2022371000","178244000","67597000","3056272000","3.7"
"2002","2003","Totals","1080225450000","1577291886000","169448290000","71193440000","2755772185000","7.2"
"2002","2003","Trinity","346981000","404352000","31493000","9847000","772979000","3.1"
"2002","2003","Tulare","4572086000","11746376000","1152567000","316209000","17154821000","5.3"
"2002","2003","Tuolumne","1361672000","2688610000","203448000","105732000","4147998000","6.4"
"2002","2003","Ventura","26343879000","38703369000","3009371000","1177558000","66879061000","7.9"
"2002","2003","Yolo","3766261000","8222103000","856485000","439401000","12405448000","8.4"
"2002","2003","Yuba","879601000","1697497000","265944000","148748000","2694295000","5.4"
"2001","2002","Alameda","38314104000","79180143000","9727333000","2922496000","124299085000","10.9"
"2001","2002","Alpine","116826000","199121000","9648000","577000","325018000","13.2"
"2001","2002","Amador","862716000","1693668000","99025000","68361000","2587048000","4.7"
"2001","2002","Butte","3707050000","7076566000","730585000","398450000","11115751000","4"
"2001","2002","Calaveras","1211659000","2324572000","92957000","24466000","3604721000","8.4"
"2001","2002","Colusa","746217000","918443000","168088000","17246000","1815503000","3.3"
"2001","2002","Contra Costa","33252570000","58847217000","3350098000","2003751000","93446134000","10.5"
"2001","2002","Del Norte","408499000","689825000","60367000","54097000","1104595000","2.3"
"2001","2002","El Dorado","4525745000","9328522000","511300000","236709000","14128858000","9.4"
"2001","2002","Fresno","10324542000","23974778000","2796658000","776061000","36319917000","4.1"
"2001","2002","Glenn","654323000","816813000","196806000","25715000","1642227000","2"
"2001","2002","Humboldt","2317173000","4318294000","604109000","217548000","7022028000","9.8"
"2001","2002","Imperial","2336467000","3705060000","673016000","85576000","6628967000","8.8"
"2001","2002","Inyo","1384635000","1115933000","94267000","32213000","2562622000","3.8"
"2001","2002","Kern","21472823000","23443141000","2191631000","924011000","46183585000","6"
"2001","2002","Kings","1346894000","3099293000","359986000","73714000","4732458000","3.7"
"2001","2002","Lake","1461096000","2273292000","156083000","74448000","3816023000","6.5"
"2001","2002","Lassen","515535000","958762000","98401000","28310000","1544388000","2.6"
"2001","2002","Los Angeles","281169599000","327993947000","39965531000","18761862000","630367215000","6.7"
"2001","2002","Madera","1991998000","4350978000","437428000","97247000","6683158000","5.6"
"2001","2002","Marin","14610794000","19677761000","953218000","823390000","34418383000","9.7"
"2001","2002","Mariposa","474434000","735123000","55203000","12354000","1252407000","2.9"
"2001","2002","Mendocino","2470835000","3486075000","310945000","125406000","6142449000","5.4"
"2001","2002","Merced","3048838000","6727257000","686034000","252406000","10209724000","4.1"
"2001","2002","Modoc","342390000","337653000","79636000","8227000","751451000","3.3"
"2001","2002","Mono","896710000","1554314000","68776000","10111000","2509689000","11.1"
"2001","2002","Monterey","13391818000","17318827000","1318394000","1005099000","31023940000","10.9"
"2001","2002","Napa","5711226000","8374880000","691126000","429911000","14347321000","12.6"
"2001","2002","Nevada","2856094000","5949100000","354368000","48993000","9110568000","11.3"
"2001","2002","Orange","116523175000","121276096000","15739389000","4127641000","249411020000","9"
"2001","2002","Placer","9300084000","17946755000","1519527000","614935000","28151431000","14.3"
"2001","2002","Plumas","804270000","1474980000","68749000","21212000","2326787000","2.3"
"2001","2002","Riverside","32340130000","64597490000","3929882000","1815115000","99052386000","10.5"
"2001","2002","Sacramento","20098483000","48581920000","4225606000","2405122000","70500887000","8.5"
"2001","2002","San Benito","1695056000","2424512000","240382000","50663000","4309287000","11.1"
"2001","2002","San Bernardino","24461000000","61655008000","4818470000","2322150000","88612327000","6.5"
"2001","2002","San Diego","84852229000","122709892000","13539817000","5674430000","215427508000","9.6"
"2001","2002","San Francisco","34849574000","51294178000","4744367000","2967823000","87920296000","12.3"
"2001","2002","San Joaquin","9826241000","21374147000","2361797000","1035502000","32526683000","10"
"2001","2002","San Luis Obispo","9425421000","13267944000","1093728000","272306000","23514786000","6.4"
"2001","2002","San Mateo","35230038000","49754037000","8342867000","1920434000","91406508000","12.4"
"2001","2002","Santa Barbara","15267152000","19907396000","1930932000","1101807000","36003672000","8.8"
"2001","2002","Santa Clara","76178528000","108431806000","25365998000","6846024000","203130308000","15.5"
"2001","2002","Santa Cruz","10199772000","10736663000","1101752000","436533000","21601654000","9.5"
"2001","2002","Shasta","2850098000","6348763000","768808000","366311000","9601358000","5.1"
"2001","2002","Sierra","170594000","235119000","15787000","4194000","417306000","1.2"
"2001","2002","Siskiyou","916279000","1703620000","227855000","83713000","2764041000","4.5"
"2001","2002","Solano","7104821000","17072852000","1919025000","769358000","25327341000","9.8"
"2001","2002","Sonoma","15064189000","24592017000","2242367000","823677000","41074897000","12.7"
"2001","2002","Stanislaus","6463355000","15330553000","1401524000","655521000","22539912000","7.3"
"2001","2002","Sutter","1624375000","3022253000","452188000","116830000","4981985000","9.2"
"2001","2002","Tehama","913687000","1905803000","187080000","60261000","2946308000","5.6"
"2001","2002","Totals","1002591651000","1465126781000","168458862000","66021611000","2570155682000","9.1"
"2001","2002","Trinity","333987000","391999000","32408000","8739000","749655000","2.2"
"2001","2002","Tulare","4408926000","11126743000","1066468000","304883000","16297255000","3.2"
"2001","2002","Tuolumne","1288861000","2488155000","209522000","88114000","3898424000","4.9"
"2001","2002","Ventura","24165958000","35833440000","3023318000","1052173000","61970544000","8.4"
"2001","2002","Yolo","3475685000","7584324000","769062000","389604000","11439467000","7.2"
"2001","2002","Yuba","836073000","1588956000","279169000","147785000","2556413000","5.2"
"2000","2001","Alameda","35005820000","71484105000","8431540000","2885547000","112035919000","9.6"
"2000","2001","Alpine","104335000","175639000","7514000","478000","287010000","8.2"
"2000","2001","Amador","820056000","1615694000","92057000","55920000","2471888000","4.3"
"2000","2001","Butte","3553437000","6823797000","698664000","390854000","10685045000","4.3"
"2000","2001","Calaveras","1111465000","2145536000","92644000","24224000","3325421000","5.6"
"2000","2001","Colusa","712045000","909681000","153228000","17459000","1757495000","0.5"
"2000","2001","Contra Costa","30007959000","53329993000","2936004000","1672215000","84601742000","8.1"
"2000","2001","Del Norte","394636000","672805000","65046000","53139000","1079348000","2.9"
"2000","2001","El Dorado","4104991000","8577529000","443141000","215242000","12910420000","5.9"
"2000","2001","Fresno","9916864000","22979990000","2655593000","652576000","34899871000","3.2"
"2000","2001","Glenn","637058000","808310000","188578000","24698000","1609247000","3.1"
"2000","2001","Humboldt","2189410000","3985814000","402129000","180531000","6396823000","-0.8"
"2000","2001","Imperial","2242343000","3370618000","551068000","70645000","6093384000","4"
"2000","2001","Inyo","1306224000","1099128000","94111000","30970000","2468492000","0.9"
"2000","2001","Kern","19784082000","22451162000","2198527000","871239000","43562531000","5.7"
"2000","2001","Kings","1295217000","3012183000","361087000","104060000","4564427000","4.9"
"2000","2001","Lake","1358040000","2132985000","170665000","78210000","3583480000","2.5"
"2000","2001","Lassen","502844000","917018000","104359000","18763000","1505459000","2.1"
"2000","2001","Los Angeles","260863777000","308220328000","39811183000","18384492000","590510796000","6.5"
"2000","2001","Madera","1933656000","4253292000","445382000","303162000","6329169000","4.9"
"2000","2001","Marin","12955044000","18270821000","860348000","705455000","31380759000","9.8"
"2000","2001","Mariposa","463321000","708957000","56933000","11620000","1217592000","1.8"
"2000","2001","Mendocino","2292389000","3356348000","303064000","125785000","5826015000","4.9"
"2000","2001","Merced","3115003000","6249920000","658968000","213923000","9809968000","5.4"
"2000","2001","Modoc","328137000","358126000","48263000","7370000","727156000","2.4"
"2000","2001","Mono","779593000","1424221000","65003000","9818000","2258999000","8.3"
"2000","2001","Monterey","11656573000","15991032000","1218924000","904216000","27962312000","8.8"
"2000","2001","Napa","4910860000","7598989000","623098000","392226000","12740722000","9.9"
"2000","2001","Nevada","2584544000","5425728000","281017000","106234000","8185055000","7.3"
"2000","2001","Orange","105401690000","112627330000","14653212000","3951306000","228730926000","9.3"
"2000","2001","Placer","8075437000","15677710000","1487302000","607338000","24633110000","12.6"
"2000","2001","Plumas","747385000","1476350000","70731000","19787000","2274679000","2.6"
"2000","2001","Riverside","29929368000","57975824000","3603633000","1849181000","89659644000","10.2"
"2000","2001","Sacramento","18790345000","44531239000","3920531000","2241456000","65000658000","7.5"
"2000","2001","San Benito","1533959000","2169863000","224002000","49215000","3878608000","12"
"2000","2001","San Bernardino","23043761000","57763278000","4612923000","2177268000","83242694000","4"
"2000","2001","San Diego","76745341000","112798420000","12370047000","5324825000","196588984000","8.4"
"2000","2001","San Francisco","30294991000","46572658000","4198154000","2751754000","78314049000","10.1"
"2000","2001","San Joaquin","8935089000","19359044000","2252468000","983929000","29562672000","7.7"
"2000","2001","San Luis Obispo","8533603000","12794364000","1010905000","240526000","22098345000","6"
"2000","2001","San Mateo","30536367000","44861190000","7687727000","1753643000","81331641000","10"
"2000","2001","Santa Barbara","13824491000","18537182000","1746990000","1021831000","33086833000","8.4"
"2000","2001","Santa Clara","65467852000","95836033000","21037424000","6452055000","175889254000","9.8"
"2000","2001","Santa Cruz","9068814000","10183822000","852924000","376131000","19729429000","7.6"
"2000","2001","Shasta","2747570000","6088986000","664317000","364218000","9136655000","3.1"
"2000","2001","Sierra","170518000","228521000","17279000","3873000","412445000","-0.1"
"2000","2001","Siskiyou","896251000","1608577000","212468000","71704000","2645592000","2.4"
"2000","2001","Solano","6426010000","15498251000","1844949000","699515000","23069695000","9.4"
"2000","2001","Sonoma","13123144000","22080862000","2003104000","755247000","36451862000","8.9"
"2000","2001","Stanislaus","6048178000","14306344000","1255478000","607930000","21002071000","6.1"
"2000","2001","Sutter","1548021000","2684207000","438988000","110807000","4560410000","4.7"
"2000","2001","Tehama","842732000","1837746000","165999000","56814000","2789663000","2.4"
"2000","2001","Totals","911854901000","1350919907000","155470544000","62874950000","2355370401000","7.8"
"2000","2001","Trinity","323616000","377528000","40247000","7754000","733636000","2.8"
"2000","2001","Tulare","4302905000","10706891000","1065525000","279877000","15795444000","4.6"
"2000","2001","Tuolumne","1227849000","2367903000","203481000","81696000","3717537000","3.7"
"2000","2001","Ventura","22226839000","33252458000","2809746000","1146462000","57142581000","9.6"
"2000","2001","Yolo","3308742000","6888305000","739345000","261763000","10674629000","9.6"
"2000","2001","Yuba","804310000","1479272000","262504000","115977000","2430110000","1.9"
